applicant_id_eri,bird_id_eri,banded,band_number,permit_id,species_id,Type of parrot(provided by applicant),Sex,parrot_age_description,parrot_age_months,date_parrot_age_described,pet_name,period_of_ownership_months,period_of_ownership_years,obtain_by,town_obtained,district_obtain,enclosure_type,cage_location,cage_size_feet,shared_separate,Comments
App_1852,Bird_2060,,MISSING,MISSING,3.0,white-fronted Parrot,MISSING,1.11,23.0,Application,Remi,22.0,1yr 10mnths,Gifted,MISSING,MISSING,Free/Caged,MISSING,NA,NA,Most of the day parrot is in house and not cage
App_1853,Bird_2061,,MISSING,MISSING,MISSING,Parrot,Female,0.0,7.0,Application,Cosita,5.0,0.0,Gifted,MISSING,MISSING,Undefined,MISSING,MISSING,NA,Does not specify if it is housed by cage or other form of accommodation
App_1854,Bird_2062,,MISSING,MISSING,MISSING,Red head Parrot,Male,12.0,144.0,Application,Paquito Chulo,144.0,12.0,Gifted,MISSING,MISSING,Undefined,MISSING,MISSING,NA,Housed at Silk Grass
App_1855,Bird_2063,,MISSING,MISSING,MISSING,White head w/ blue & red,MISSING,1.0,12.0,Application,Pepper Malic,15.0,1.0,Bought,MISSING,MISSING,Undefined,MISSING,MISSING,MISSING,"Gifted to her kids, parrot ives at their residence"
App_1855,Bird_2064,,MISSING,MISSING,MISSING,White head w/ blue & red,MISSING,1.0,12.0,Application,Pea Malic,15.0,1.0,Bought,MISSING,MISSING,Undefined,MISSING,MISSING,MISSING,"Gifted to her kids, parrot ives at their residence"
App_1856,Bird_2065,,MISSING,MISSING,1.0,Red-lored Parrot,unKNOWN,MISSING,MISSING,Application,MISSING,12.0,1.0,Gifted,MISSING,MISSING,Cage,MISSING,15*10*10,MISSING,Left to care for parrot as owner left the country
App_1856,Bird_2066,,MISSING,MISSING,3.0,White-fronted Parrot,UNKNOWN,MISSING,MISSING,Application,Lorito,12.0,1.0,Gifted,MISSING,MISSING,Cage,MISSING,15*10*11,MISSING,Left to care for parrot as owner left the country
App_1857,Bird_2067,,MISSING,MISSING,MISSING,Parrot,Female,1.0,12.0,Application,Rosa,12.0,1.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,Separate,
App_1857,Bird_2068,,MISSING,MISSING,MISSING,Parrot,Male,3.0,36.0,Application,Dino,36.0,3.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,Separate,
App_1858,Bird_2069,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,5.0,60.0,Application,Cupcake,60.0,5.0,Taken in,MISSING,MISSING,Housed,MISSING,MISSING,NA,"Previous owner (father-in-law) passed away and current owner took bird in, will be housed in his own home near tree, cannot fly"
App_1859,Bird_2070,,MISSING,MISSING,MISSING,Parrot,Male,2.0,30.0,Application,Felix,24.0,2.0,Found,MISSING,MISSING,UNKNOWN,UNKNOWN,UNKNOWN,NA,Note: Apllication is blurry
App_1860,Bird_2071,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,3.0,36.0,Application,Kiara,MISSING,MISSING,Bought,MISSING,MISSING,Cage,MISSING,MISSING,NA,
App_1861,Bird_2072,,MISSING,MISSING,MISSING,Parrot,Female,6.0,72.0,Application,Oly,72.0,6.0,Gifted,MISSING,MISSING,Cage,MISSING,2*2*3,NA,
App_1862,Bird_2073,,MISSING,MISSING,MISSING,Parrot,MISSING,0.0,10.0,Application,Pally,10.0,0.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,NA,
App_1863,Bird_2074,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,20.0,240.0,Application,Joe,240.0,20.0,Rescued,MISSING,MISSING,Cage,Outdoor,"8*40''*36""",NA,
App_1864,Bird_2075,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Paquito,0.0,0.0,Bought,MISSING,MISSING,Cage,MISSING,8*8*8,NA,Owner has the bird  for 2 weeks only
App_1865,Bird_2076,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Maria,192.0,16.0,Found,San Pedro Village,Corozal,Free,NA,NA,NA,The bird arrived at her home and she adopted it
App_1866,Bird_2077,,MISSING,MISSING,5.0,Olive-throated Parakeet,UNKNOWN,3.0,36.0,Application,Lorita,36.0,3.0,Found,MISSING,MISSING,Cage,MISSING,MISSING,NA,The bird was found at the river drowning and she took it home for feeding because szhe didnt find her nest.
App_1867,Bird_2078,,MISSING,MISSING,MISSING,Parrot,,6.0,72.0,Application,Verde,72.0,6.0,Taken from the wild,Agua Viva,Cayo,Cage,MISSING,MISSING,NA,Bird was found on her property
App_1868,Bird_2079,,MISSING,MISSING,MISSING,Parrot,Male,1.0,12.0,Application,Paco,11.0,0.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Will be housed in a farm at Armenia Village
App_1869,Bird_2080,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Tiki,36.0,3.0,Found,MISSING,MISSING,Cage,MISSING,MISSING,NA,Bird was found on the gtround at a park
App_1870,Bird_2081,,MISSING,MISSING,MISSING,Parrot,MISSING,9.0,108.0,Application,Lori,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,NA,
App_1871,Bird_2082,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,MISSING,MISSING,Application,Alfredo,48.0,4.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,NA,
App_1872,Bird_2083,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Lori,MISSING,MISSING,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,NA,
App_1873,Bird_2084,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Paulie,36.0,3.0,Found,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Found in a yard
App_1874,Bird_2085,,MISSING,MISSING,MISSING,Parrot,UNKNOWN,15.0,180.0,Application,Paully green,120.0,10.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Bird will relocate to Hicattee Village
App_1875,Bird_2086,,MISSING,MISSING,MISSING,Parrot,UNKNOWN,3.0,36.0,Application,Misty,12.0,1.0,Gifted,MISSING,MISSING,Cage,MISSING,4*5*7,NA,
App_1875,Bird_2087,,MISSING,MISSING,MISSING,Parrot,UNKNOWN,10.0,120.0,Application,Pally,12.0,1.0,Gifted,MISSING,MISSING,Cage,MISSING,4*5*7,NA,
App_1876,Bird_2088,,MISSING,MISSING,6.0,Yellow-lored Parrot,MISSING,1.0,12.0,Application,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1876,Bird_2089,,MISSING,MISSING,6.0,Yellow-lored Parrot,MISSING,1.0,12.0,Application,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1877,Bird_2090,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Kiko,36.0,3.0,Bought,MISSING,MISSING,Cage,MISSING,MISSING,NA,
App_1877,Bird_2091,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Dorita,36.0,3.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,NA,
App_1878,Bird_2092,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,MISSING,MISSING,Application,Jorge,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,Yes,
App_1878,Bird_2093,,MISSING,MISSING,MISSING,Red head,MISSING,MISSING,MISSING,Application,Pretty Pawly,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,Yes,
App_1879,Bird_2094,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,UNKNOWN,UNKNOWN,Application,Gurl,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1879,Bird_2095,,MISSING,MISSING,4.0,Mealy Parrot,Male,UNKNOWN,UNKNOWN,Application,Raulie,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1880,Bird_2096,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,7.0,84.0,Application,Lola,84.0,7.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1880,Bird_2097,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,1.0,12.0,Application,Pepito,12.0,1.0,Taken from the wild,MISSING,Orange Walk,MISSING,MISSING,MISSING,MISSING,
App_1881,Bird_2098,,MISSING,MISSING,MISSING,MISSING,MISSING,6.0,72.0,Application,Orito,72.0,6.0,Gifted,MISSING,MISSING,Free/Caged,Indoor,MISSING,MISSING,In the day they on a tree and at night in a cage in the house
App_1881,Bird_2099,,MISSING,MISSING,MISSING,MISSING,MISSING,3.0,36.0,Application,Coco,36.0,3.0,Gifted,MISSING,MISSING,Free/Caged,Indoor,MISSING,MISSING,In the day they on a tree and at night in a cage in the house
App_1882,Bird_2100,,MISSING,MISSING,4.0,Mealy Parrot,UNKNOWN,1.0,22.0,Application,Cachimba,22.0,1.0,Found,Altamira,Corozal,Cageed,MISSING,"42""*38""",NA,Bird was a baby with no feathers when found. It was fragile and they adopted it and fed it witha syringe
App_1883,Bird_2101,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,15.0,180.0,Application,Rio,MISSING,MISSING,Bought,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1883,Bird_2102,,MISSING,MISSING,1.0,Red-lored Parrot,Female,8.0,96.0,Application,Daisy,MISSING,MISSING,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1884,Bird_2103,,MISSING,MISSING,1.0,Red-lored Parrot,Male,2.0,24.0,Application,Paulie,24.0,2.0,Found,Harmonyville village,Cayo,Free,Indoors,MISSING,Separate,
App_1884,Bird_2104,,MISSING,MISSING,1.0,Red-lored Parrot,Female,1.0,12.0,Application,Pretty Paulie,12.0,1.0,Found,Harmonyville village,Cayo,Caged,Outdoors,MISSING,Separate,
App_1885,Bird_2105,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,UNKNOWN,UNKNOWN,Application,Tito,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1885,Bird_2106,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,UNKNOWN,UNKNOWN,Application,Nina,120.0,10.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,Nina & Tito are currently incubating 3 eggs
App_1885,Bird_2107,,MISSING,MISSING,2.0,Yellow-headed Parrot,UNKNOWN,0.0,8.0,Application,Pepper,10.0,0.0,Hatched,Teakettle,Cayo,Cage,MISSING,MISSING,MISSING,
App_1885,Bird_2108,,MISSING,MISSING,2.0,Yellow-headed Parrot,UNKNOWN,0.0,8.0,Application,Mango,10.0,0.0,Hatched,Teakettle,Cayo,Cage,MISSING,MISSING,MISSING,
App_1886,Bird_2109,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Lolito,36.0,3.0,Found,St Margaret Village,Cayo,Cage,Outdoor,MISSING,MISSING,Lolito was found on her kitcken sink
App_1886,Bird_2110,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Molly,24.0,2.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1887,Bird_2111,,MISSING,MISSING,4.0,Mealy Parrot,MISSING,MISSING,MISSING,Application,Bluey,24.0,2.0,Taken from the wild,Buena Vista Village,Cayo,Cage,MISSING,MISSING,Shared,Was working with a bulldozer and found them
App_1887,Bird_2112,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,MISSING,MISSING,Application,Pakito,24.0,2.0,Taken from the wild,Buena Vista Village,Cayo,Cage,MISSING,MISSING,Shared,Was working with a bulldozer and found them
App_1888,Bird_2113,,MISSING,MISSING,MISSING,Parrot,Male,8.0,96.0,Application,Pepe,48.0,4.0,Bought,MISSING,MISSING,Free,NA,NA,NA,
App_1888,Bird_2114,,MISSING,MISSING,MISSING,Parrot,Male,1.0,12.0,Application,Pollito,24.0,2.0,Bought,MISSING,MISSING,Free,NA,NA,NA,
App_1889,Bird_2115,,MISSING,MISSING,MISSING,Parrot,MISSING,5.0,60.0,Application,Sandy,60.0,5.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1889,Bird_2116,,MISSING,MISSING,MISSING,Parrot,MISSING,5.0,60.0,Application,MISSING,60.0,5.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1890,Bird_2117,,MISSING,MISSING,MISSING,Parrot,Male,7.0,84.0,Application,Pally,84.0,7.0,Bought,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1890,Bird_2118,,MISSING,MISSING,MISSING,Parrot,Female,6.0,72.0,Application,Nicky,72.0,6.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1891,Bird_2119,,MISSING,MISSING,MISSING,Parrot,Male,10.0,120.0,Application,Rickey,MISSING,MISSING,Gifted,MISSING,MISSING,Free,NA,NA,NA,
App_1891,Bird_2120,,MISSING,MISSING,MISSING,Parrot,Male,1.0,12.0,Application,Alexander,MISSING,MISSING,Gifted,MISSING,MISSING,Free,NA,NA,NA,
App_1892,Bird_2121,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,2.0,24.0,Application,Sofi,MISSING,MISSING,Taken from the wild,MISSING,MISSING,Cage,MISSING,12*24,NA,
App_1892,Bird_2122,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,2.0,24.0,Application,Teo,MISSING,MISSING,Taken from the wild,MISSING,MISSING,Cage,MISSING,12*24,NA,
App_1893,Bird_2123,,MISSING,MISSING,4.0,Mealy Parrot,MISSING,2.0,24.0,Application,Lola,24.0,2.0,Gifted,Maskall,MISSING,Cage,MISSING,3*4,NA,
App_1893,Bird_2124,,MISSING,MISSING,4.0,Mealy Parrot,MISSING,2.0,24.0,Application,MISSING,24.0,2.0,Gifted,Maskall,MISSING,Cage,MISSING,3*4,NA,
App_1894,Bird_2125,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,5.0,60.0,Application,Kiwi,60.0,5.0,Rescued,MISSING,MISSING,Cage,Outdoor,MISSING,Shared,Kiwi has been with them since she was a baby with no feathers
App_1894,Bird_2126,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,2.0,24.0,Application,Bella,24.0,2.0,Rescued,MISSING,MISSING,Cage,Outdoor,MISSING,Shared,Bella arrived injured
App_1895,Bird_2127,,MISSING,MISSING,1.0,Red-lored Parrot,Male,8.0,96.0,Application,Ninon,MISSING,MISSING,Gifted,MISSING,MISSING,Free,NA,NA,NA,
App_1895,Bird_2128,,MISSING,MISSING,1.0,Red-lored Parrot,Female,8.0,96.0,Application,Maya,MISSING,MISSING,Gifted,MISSING,MISSING,Free,NA,NA,NA,
App_1895,Bird_2129,,MISSING,MISSING,1.0,Red-lored Parrot,Female,4.0,48.0,Application,Lolita,MISSING,MISSING,Hatched,Sarteneja,Corozal,Free,NA,NA,NA,Lolita is the baby from Maya & Ninon. 
App_1896,Bird_2130,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,MISSING,MISSING,Application,Yola,48.0,4.0,Gifted,St.Matthews Village,Cayo,Cage,Outdoor,4*4*11,Separate,
App_1896,Bird_2131,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,MISSING,MISSING,Application,Piolin,12.0,1.0,Found,St.Matthews Village,Cayo,Cage,Outdoor,4*4*11,Separate,
App_1897,Bird_2132,,MISSING,MISSING,MISSING,Parrot,MISSING,3.0,36.0,Application,Simon,36.0,3.0,Rescued,MISSING,MISSING,Cage,Outdoor,MISSING,Shared,Rescued from wildfire
App_1897,Bird_2133,,MISSING,MISSING,MISSING,Parrot,MISSING,3.0,36.0,Application,Bolito,36.0,3.0,Rescued,MISSING,MISSING,Cage,Outdoor,MISSING,Shared,Rescued from wildfire
App_1898,Bird_2134,,MISSING,MISSING,5.0,Olive-throated Parakeet,Male,5.0,60.0,Application,MISSING,60.0,5.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,MISSING,
App_1898,Bird_2135,,MISSING,MISSING,5.0,Olive-throated Parakeet,Male,5.0,60.0,Application,MISSING,60.0,5.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,MISSING,
App_1898,Bird_2136,,MISSING,MISSING,5.0,Olive-throated Parakeet,Female,5.0,60.0,Application,MISSING,60.0,5.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,MISSING,
App_1898,Bird_2137,,MISSING,MISSING,5.0,Olive-throated Parakeet,Female,5.0,60.0,Application,MISSING,60.0,5.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,MISSING,
App_1899,Bird_2138,,MISSING,MISSING,MISSING,Parrot,Female,5.0,60.0,Application,Lolita,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,MISSING,MISSING,
App_1899,Bird_2139,,MISSING,MISSING,MISSING,Parrot,Female,2.0,24.0,Application,Juan,24.0,2.0,Found,Valley of Peace,Cayo,Cage,MISSING,MISSING,MISSING,
App_1900,Bird_2140,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,7.0,84.0,Application,Coco,84.0,7.0,Bought,St.Matthews Village,Cayo,Cage,Indoor,MISSING,MISSING,
App_1900,Bird_2141,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,MISSING,MISSING,Application,Cookie,36.0,3.0,Found,St.Matthews Village,Cayo,Cage,Indoor,MISSING,MISSING,
App_1901,Bird_2142,,MISSING,MISSING,3.0,White-fronted Parrot,UNKNOWN,2.0,24.0,Application,Rio,24.0,2.0,Found,MISSING,MISSING,Free,Indoor,MISSING,MISSING,
App_1901,Bird_2143,,MISSING,MISSING,7.0,White-crowned Parrot,UNKNOWN,2.0,24.0,Application,Bluey/Blu,24.0,2.0,Bought,MISSING,MISSING,Free,Indoor,MISSING,MISSING,
App_1902,Bird_2144,,MISSING,MISSING,MISSING,Parrot,MISSING,5.0,60.0,Application,Mily,60.0,5.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1902,Bird_2145,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Lolo,48.0,4.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1903,Bird_2146,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,6.5,78.0,Application,Pepe,60.0,5.0,Found,MISSING,MISSING,MISSING,Free/Caged,MISSING,MISSING,"Free in the day, caged at night"
App_1903,Bird_2147,,MISSING,MISSING,1.0,Red-lored Parrot,MISSING,6.5,78.0,Application,Lola,60.0,5.0,Found,MISSING,MISSING,MISSING,Free/Caged,MISSING,MISSING,"Free in the day, caged at night"
App_1904,Bird_2148,,MISSING,MISSING,2.0,Yellow-headed Parrot,Female,20.0,240.0,Application,Pretty Paule,240.0,20.0,Taken from the wild,Sittee River,Cayo,Cage,MISSING,MISSING,MISSING,
App_1904,Bird_2149,,MISSING,MISSING,2.0,Yellow-headed Parrot,Male,22.0,264.0,Application,Lorito,264.0,22.0,Taken from the wild,Sittee River,Cayo,Cage,MISSING,MISSING,MISSING,
App_1905,Bird_2150,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Application,Kris,72.0,6.0,Gifted,MISSING,MISSING,Cage,Indoor,MISSING,NA,
App_1906,Bird_2151,,MISSING,MISSING,MISSING,Parrot,Male,0.0,10.0,Application,Peew,10.0,0.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1906,Bird_2152,,MISSING,MISSING,MISSING,Parrot,Male,0.0,10.0,Application,Peetrid,10.0,0.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1907,Bird_2153,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,7.0,84.0,Application,Milo,84.0,7.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1907,Bird_2154,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,4.0,48.0,Application,Ozzie,48.0,4.0,Gifted,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1908,Bird_2155,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,5.0,60.0,Application,Pretty Pawli,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1908,Bird_2156,,MISSING,MISSING,3.0,White-fronted Parrot,MISSING,5.0,60.0,Application,Cotorito,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1908,Bird_2157,,MISSING,MISSING,1.0,Red-lored Parrot,Male,5.0,60.0,Application,Mami,60.0,5.0,Gifted,MISSING,MISSING,Cage,MISSING,12*12,MISSING,
App_1909,Bird_2158,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Danny,60.0,5.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1909,Bird_2159,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Bobby,24.0,2.0,Gifted,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1910,Bird_2160,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Alexander,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1910,Bird_2161,,MISSING,MISSING,5.0,Olive-throated Parakeet,MISSING,2.0,24.0,Application,Kiko,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1910,Bird_2162,,MISSING,MISSING,5.0,Olive-throated Parakeet,MISSING,2.0,24.0,Application,Kika,MISSING,MISSING,Rescued,MISSING,MISSING,Free,NA,NA,NA,
App_1911,Bird_2163,,MISSING,MISSING,7.0,White-crowned Parrot,UNKNOWN,8.0,96.0,Application,Lola,96.0,8.0,Rescued,MISSING,MISSING,Caged,Indoor/Outdoor,MISSING,MISSING,They have a cage inside and outside
App_1911,Bird_2164,,MISSING,MISSING,3.0,White-fronted Parrot,UNKNOWN,8.0,96.0,Application,Paco,96.0,8.0,Rescued,MISSING,MISSING,Caged,Indoor/Outdoor,MISSING,MISSING,They have a cage inside and outside
App_1912,Bird_2165,,MISSING,MISSING,MISSING,Parrot,Male,4.0,48.0,Application,Cheeky,48.0,4.0,Bought,MISSING,MISSING,Caged,MISSING,MISSING,MISSING,
App_1912,Bird_2166,,MISSING,MISSING,MISSING,Parrot,Female,4.0,48.0,Application,Woola,48.0,4.0,Bought,MISSING,MISSING,Caged,MISSING,MISSING,MISSING,
App_1913,Bird_2167,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Toby,MISSING,MISSING,Gifted,MISSING,MISSING,Caged,MISSING,MISSING,Separate,
App_1913,Bird_2168,,MISSING,MISSING,MISSING,Parrot,MISSING,MISSING,MISSING,Application,Mary,MISSING,MISSING,Gifted,MISSING,MISSING,Caged,MISSING,MISSING,Separate,
App_1914,Bird_2169,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Big bird,2.0,0.0,Found,MISSING,MISSING,Caged,MISSING,MISSING,Found on fallen tree,
App_1914,Bird_2170,,MISSING,MISSING,MISSING,Parrot,MISSING,1.0,12.0,Application,Chico,2.0,0.0,Found,MISSING,MISSING,Caged,MISSING,MISSING,Found on fallen tree,
App_1915,Bird_2171,,MISSING,MISSING,1.0,Red-lored Parrot,Female,1.0,12.0,Application,Coni,12.0,1.0,Bought,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1915,Bird_2172,,MISSING,MISSING,1.0,Red-lored Parrot,Male,1.5,18.0,Application,Joshua,12.0,1.0,Bought,MISSING,MISSING,Cage,Outdoor,MISSING,MISSING,
App_1916,Bird_2173,,MISSING,MISSING,2.0,Yellow-headed Parrot,MISSING,1.0,12.0,Application,Zaza,12.0,1.0,Rescued,MISSING,MISSING,Caged,MISSING,MISSING,Rescued from a fallen tree,
App_1917,Bird_2174,,MISSING,MISSING,MISSING,Parrot,MISSING,3.0,36.0,Application,Risita,36.0,3.0,Taken from the wild,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1917,Bird_2175,,MISSING,MISSING,MISSING,Parrot,MISSING,4.0,48.0,Application,Kiwi,48.0,4.0,Taken from the wild,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,
App_1918,Bird_2176,,MISSING,MISSING,MISSING,Parrot,Male,3.0,36.0,Application,Blue,36.0,3.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Resides at owner's house
App_1919,Bird_2177,,585.0,MISSING,3.0,White-fronted Parrot,Male,7.0,84.0,Application,Harley,72.0,6.0,Bought,MISSING,MISSING,MISSING,MISSING,MISSING,NA,Resides indoors but does no specify free/caged
App_1920,Bird_2179,,586.0,MISSING,UNKNOWN,UNKNOWN,Male,UNKNOWN,UNKNOWN,Application,Paco,12.0,1.0,Gifted,MISSING,MISSING,Cage,on front porch,MISSING,NA,
App_1921,Bird_2180,,MISSING,MISSING,MISSING,Parrot,MISSING,6.0,72.0,Application,Sherley,72.0,6.0,Gifted,MISSING,MISSING,Cage,MISSING,6*6,NA,
App_1922,Bird_2181,,MISSING,MISSING,MISSING,Parrot,Male,UNKNOWN,UNKNOWN,Application,Panchito,6.0,0.0,Gifted,MISSING,MISSING,Cage,Front porch,MISSING,NA,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
